Text,Emotion,Label
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,anger,1
i just want to see him put more effort in making me happy and special and making me feel more assured,happy,5
i still feel a little dazed and high which is alarming since its been hours or so,surprise,3
i was feeling a little annoyed at some people,anger,1
i feel surprised when i looked new,surprise,3
i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,sadness,0
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger,1
i feel there are some who still wants us together and i im being rebellious,anger,1
i feel really terrific so far,happy,5
i get upset that i try to rekindle some sort of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,love,2
i feel like cupcakes might be getting a bit too popular for their own good but i still love me a good red velvet so im not complaining quite yet,happy,5
i lost a very dear friend in the maschke family who now wants nothing to do with me because they feel that i am unsavory or mean or cruel,sadness,0
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,sadness,0
i have to admit i feel a little hesitant about embedding a music video below in this case,fear,4
i t want t know f t habitual t feel frightened wh n initiation r career,fear,4
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger,1
im listing some reference verses to look up and read to remind you when thoughts and feeling of rejection haunt you that you are a beloved child of god,love,2
i feel miserable after my break up self,sadness,0
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,love,2
i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness,0
i find it very hard to feel relaxed for more than hours,happy,5
i feel foolish and desperate almost for feeling so strongly about this,sadness,0
i was transferred to the operating bed i began to feel a little apprehensive,fear,4
i just have a general feeling of this unpleasant heaviness from my stomach up,sadness,0
i feel troubled and also terrified your minute my partner and i view hundreds of white jackets and obtain caught from the surgeons evaluating area sterile and clean smelling and brimming with numerous devices,sadness,0
i feel honoured to wear this one,happy,5
i have been going around feeling like i have roundly abused my poor tongue so ravaged by hops has it become i think it is a challenge to think of taste as a really physical sensation,sadness,0
